,날짜,기업명,"긍정1,부정2",정제된 내용,score
6466,2023-02-01,삼성전자우,2,꼴아박네 내 이럴줄 알았지,9.549
6467,2023-02-01,삼성전자우,2,뭐고 동시호가 장난질,10.77
6468,2023-02-03,삼성전자우,2,니미 얘는 더 한심하네 아샤나하고 같이 주접이야,11.387
6469,2023-02-09,삼성전자우,1,등 등곧하겟다,83.84599999999999
6470,2023-02-08,삼성전자우,2,하하하 하이닉스 대박이네 폭등 하하하 하이닉스 대박이네 폭등 원 돌파 올해 폭등,74.59
6471,2023-02-03,삼성전자우,2,아 어떻게 삼성전자는 희소식만 있나봐 매일 희소식이라고 도배만 하는거보니,17.293
6472,2023-02-01,삼성전자우,2,내일 파월의 강력한 매파적발언이 나올것이다 자고일어나면 프로대 폭락예상 코스피 개박살,14.935
6473,2023-02-03,삼성전자우,2,곱버스 사고 안티질 지긋지긋 아주 지긋지긋하네 곱버스충들,20.301
6474,2023-02-08,삼성전자우,1,가 자,86.16799999999999
6475,2023-02-09,삼성전자우,2,프로 점점 더 소외,14.278
6476,2023-02-01,삼성전자우,1,적정주가 만 천원 그 이하 매수 그 이상 매도 돈 복사됨,24.37
6477,2023-02-09,삼성전자우,2,전자 삼성 상승에 중졸띨엠 부들거리는게 뻔히 보인다중졸띨엠아 옆집에 폐지 잔뜩 있다,13.299
6478,2023-02-07,삼성전자우,1,삼성전자 본주 원 우선주 원 본주 매수 유리 삼성전자 본주 원 우선주 원 본주 매수 유리,82.318
6479,2023-02-07,삼성전자우,1,삼성전자 본주 원 우선주 원 본주 매수 유리 삼성전자 본주 원 우선주 원 본주 매수 유리,82.318
6480,2023-02-07,삼성전자우,1,삼성전자 본주 원 우선주 원 본주 매수 유리 삼성전자 본주 원 우선주 원 본주 매수 유리,82.318
6481,2023-02-07,삼성전자우,1,삼성전자 본주 원 우선주 원 본주 매수 유리 삼성전자 본주 원 우선주 원 본주 매수 유리,82.318
6482,2023-02-07,삼성전자우,1,삼성전자 본주 원 우선주 원 본주 매수 유리 삼성전자 본주 원 우선주 원 본주 매수 유리,82.318
6483,2023-02-07,삼성전자우,1,삼성전자 본주 원 우선주 원 본주 매수 유리 삼성전자 본주 원 우선주 원 본주 매수 유리,82.318
6484,2023-02-07,삼성전자우,1,삼성전자 본주 원 우선주 원 본주 매수 유리 삼성전자 본주 원 우선주 원 본주 매수 유리,82.318
6485,2023-02-07,삼성전자우,1,삼성전자 본주 원 우선주 원 본주 매수 유리 삼성전자 본주 원 우선주 원 본주 매수 유리,82.318
6486,2023-02-07,삼성전자우,1,삼성전자 본주 원 우선주 원 본주 매수 유리 삼성전자 본주 원 우선주 원 본주 매수 유리,82.318
6487,2023-02-02,삼성전자우,1,종가 또 원 마감 재미지내,81.905
6488,2023-02-02,삼성전자우,2,이러다가 음전하것다 대체 이게 머하는 짓거리지,9.894
6489,2023-02-09,삼성전자우,2,폭락 강력매도 폭락 강력매도,10.858
6490,2023-02-08,삼성전자우,2,본주 거래량 힘없다 본주가 가야하는데 넘 힘없다 우선주는 본주,40.749
6491,2023-02-06,삼성전자우,1,삼전은 주도주여 내릴때만 하여튼 미쿡금리 한두번 더 올린다니까 상반기까지 개고생한다고 생각하고 만후오면 물타기해라 연말에 만전자,62.046
6492,2023-02-01,삼성전자우,2,굳이 반도체주를 사야겠다면 하이닉스 사고 띨엠전자우는 촉수금지 암 걸 림,12.81
6493,2023-02-09,삼성전자우,1,경축 삼성 만원 돌파 경축 삼성 만원 돌파 주 신고가 직전작년부터 바닥치고 폭등 돈 복사기빨리들 사셈 물량 딸림,84.393
6494,2023-02-09,삼성전자우,1,경축 삼성 만원 돌파 경축 삼성 만원 돌파 주 신고가 직전작년부터 바닥치고 폭등 돈 복사기빨리들 사셈 물량 딸림,84.393
6495,2023-02-02,삼성전자우,2,사고싶은 주식 엔비디아 팔고싶은 주식 삼성전자 사고싶은 주식 엔비디아팔고싶은 주식 삼성전자,14.073
6496,2023-02-02,삼성전자우,2,상당 폭 상승 있을까,86.066
6497,2023-02-09,삼성전자우,2,띨엠전자우가 오를때 하이닉스 전자가 더 많이 오름띨엠전자우는 암 조심,15.575
6498,2023-02-02,삼성전자우,2,이제는 네 니종목은 놀구자빠짐,10.692
6499,2023-02-01,삼성전자우,2,램리서치든 엔비디아든 뭐든 니주식 현실은 시궁창인디남에 주식 언급하면 뭐하냐 영감탱이야초라해지는건 니뿐이다,13.154
6500,2023-02-07,삼성전자우,2,희소식 영감님 밥먹다 체함,26.347
6501,2023-02-03,삼성전자우,2,층만 뚫으면 추매한다,86.10300000000001
6502,2023-02-09,삼성전자우,1,가도 돼 이상 무,85.022
6503,2023-02-08,삼성전자우,1,거래량,84.94800000000001
6504,2023-02-01,삼성전자우,2,삼성전자 오늘장 악재 어닝쇼크 고평가 삼성전자 오늘장 악재 주가 고평가 선행 배 어닝쇼크 비젼없슴 코로나 랠리 유동성 장세 끝 년만에한번옴 경기민감주 개월째주가하락 낙폭과대로 기술적 반등 끝 금리인상 미국기준금리 한국 파운드리 성과 없슴 월선 및 월선붕괴 추세이탈매도싸인 반도체값 폭락 만들면 만들수록 적자 수급악화로 떨어짐 년간개미들만 조구입 삼성생명법 국회 통과시 조 조 매물폭탄 원 달러 환율 폭등 원 암호화폐 몰락에 서버 수요 급감 반도체 암울한 전망 발표 자형침체 주가는 실적에 수렴하는데 실적부진 하락 불가피 코리아 디스카운트 년간전세계상승률꼴찌 불경기에 재고 조 램 개사 독과점 체제에서 공급과잉 발생 삼성전자 경영진도 포기한 주식 삼성전자 물릴 수 있으니 악재 스무가지 꼭 기억들 하삼,26.611
6505,2023-02-06,삼성전자우,2,세상에서 젤 불쌍한 놈 세상에서 젤 불쌍한 놈폭락을 폭락이라 부르지 못하는 놈개잡주를 개잡주라 부르지 못하는 놈,9.13
6506,2023-02-01,삼성전자우,2,만원에기다린다 흑,47.159
6507,2023-02-08,삼성전자우,1,오늘 가능해,84.05
6508,2023-02-09,삼성전자우,1,만주 밑으로 안빼는거보이 오늘은 여기서 하락 멈출거같군 금감원 이런 시세조정하는놈 조사좀해라 매일 만주 허매수 깔아 놓고 뭔 지롤을하는지,23.709
6509,2023-02-01,삼성전자우,1,어제 살껄 아깝네요 하루에 먹는데,26.013
6510,2023-02-02,삼성전자우,1,기술주 반도체주 폭등 가자,86.604
6511,2023-02-07,삼성전자우,2,동호가 패대기 외인매도세 순매수잔량 넘많다,13.251
6512,2023-02-07,삼성전자우,2,우선주 다 팔고 본주로 갈까요 우선주 다 팔고 본주로 갈까요,17.841
6513,2023-02-07,삼성전자우,2,우선주 다 팔고 본주로 갈까요 우선주 다 팔고 본주로 갈까요,17.841
6514,2023-02-06,삼성전자우,2,우선주 다 팔고 본주로 갈까요 우선주 다 팔고 본주로 갈까요,17.841
6515,2023-02-06,삼성전자우,2,우선주 다 팔고 본주로 갈까요 우선주 다 팔고 본주로 갈까요,17.841
6516,2023-02-01,삼성전자우,2,삼성전자 오늘장 악재 어닝쇼크 고평가 삼성전자 오늘장 악재 주가 고평가 선행 배 어닝쇼크 비젼없슴 코로나 랠리 유동성 장세 끝 년만에한번옴 경기민감주 개월째주가하락 낙폭과대로 기술적 반등 끝 금리인상 미국기준금리 한국 파운드리 성과 없슴 월선 및 월선붕괴 추세이탈매도싸인 반도체값 폭락 만들면 만들수록 적자 수급악화로 떨어짐 년간개미들만 조구입 삼성생명법 국회 통과시 조 조 매물폭탄 원 달러 환율 폭등 원 암호화폐 몰락에 서버 수요 급감 반도체 암울한 전망 발표 자형침체 발행주식수 과다 억주 코리아 디스카운트 년간전세계상승률꼴찌 불경기에 재고 조 램 개사 독과점 체제에서 공급과잉 발생 삼성전자 경영진도 포기한 주식 삼성전자 물릴 수 있으니 악재 스무가지 꼭 기억들 하삼,26.611
6517,2023-02-01,삼성전자우,2,띨엠전자우 전망 중졸띨엠번데기 만지기임암 조심,12.15
6518,2023-02-07,삼성전자우,2,차전지 등 가는주식만 가는장 차전지 등 가는주식만 가는장 계속 오르는 주식들 차전지화학기아차카카오,35.491
6519,2023-02-07,삼성전자우,2,물린놈들은 그냥 홀딩 이거 팔고 다른거 사서 다른것도아작내지말고,41.505
6520,2023-02-07,삼성전자우,2,파월 내일 뭐라할지몰라서 오늘 오후로 갈수록 지수 밀려 보합 근처 하락선봉은 삼전,10.283
6521,2023-02-02,삼성전자우,2,개잡주를 개잡주라 부르지 못하는 이름이여 남의 돈 일임매매로 개잡주 우 를 몰빵해놔서개잡주를 개잡주라 부르지 못하는 이름이여,8.921
6522,2023-02-06,삼성전자우,2,오늘도 못산 너 쫄보,14.808
6523,2023-02-06,삼성전자우,2,반도체는 잠시 끝났어 기다려봐서추매나 하는게 정답,18.248
6524,2023-02-09,삼성전자우,2,이젠 새벽부터 도배 하네 오늘 주가 갭상 할듯 만띵우 찍고 퐁락 대놓고 하는데 그때부터 일 동안 호재만발 게시글 띄우는데 개미덜 마니 물렸을거시야,18.964
6525,2023-02-07,삼성전자우,2,오후장 전약후약약 마전으로 갈듯 외인 매도지속 관망,13.193
6526,2023-02-08,삼성전자우,1,삼성전자는 딱 코스피 만큼만 삼성전자는 딱 코스피 만큼만 코스피와 철저히 동행,67.373
6527,2023-02-07,삼성전자우,2,비교 테스트 비교 영상보니 삼성 아직 멀었다 영상 보시고 선택은 본인 몫,26.002
6528,2023-02-09,삼성전자우,1,곧 상승 전환 시도,86.37899999999999
6529,2023-02-01,삼성전자우,2,새해 첫달부터 수출 감소 무역적자 역대 최대 새해 첫달부터 수출 감소 무역적자 역대 최대 이것도 원전 탓,26.153
6530,2023-02-02,삼성전자우,2,내가 그랬제 도배쟁이 있으면 상승할땐 우선주가 희망 없다고,24.032
6531,2023-02-09,삼성전자우,2,체강 프로 아무도 안산다 관망,11.776
6532,2023-02-02,삼성전자우,2,삼성전자 빠진다 크흑 쌍고점 빠르게 찍고 내려갈 준비를 하고 있어 단기고점 까지 재빠르게 올려놓고 장사하고 자빠졌어 자 들어와라 들어와라 비싸게 줄게 오늘도 열개팔았다 잘팔았다 딱 요런 느낌이야 크흑,58.437
6533,2023-02-02,삼성전자우,2,던집니다 받으세요 본주로 갑니다 아 본주가도 똑같아 결국 같이 간다,33.864999999999995
6534,2023-02-06,삼성전자우,2,본주 글에서 펌 난방비 전기료도 해결못하는 늠 지지율을 봐선 노동개혁 연금개혁도 물건너간 늠 재벌들 행사때마다 병풍드리우며 초라하게 마감할 늠 미쿡과 외교갈등을 일으키는 늠 법전외엔 상식이 바닥을 드러낸 늠 으로 보이는 디 말이쥐,22.237
6535,2023-02-03,삼성전자우,2,개잡주 노답이네,8.881
6536,2023-02-09,삼성전자우,2,아이큐 대한민국 중졸 중에서 최고꼴통,10.431
6537,2023-02-09,삼성전자우,2,만도 못한 삼전우짜냐,9.46
6538,2023-02-03,삼성전자우,1,시원한 질주 가,77.51400000000001
6539,2023-02-01,삼성전자우,2,거래량 순매수잔량보이 전강후약약 종가 원 하여튼 월중 저점 찍는지는 일 발표 수출실적보고 판단,32.174
6540,2023-02-06,삼성전자우,2,개스피 박스피 괜히 나온말이 아니지,11.145
6541,2023-02-09,삼성전자우,1,경축 삼성 만원 돌파 경축 삼성 만원 돌파 주 신고가 직전작년부터 바닥치고 폭등 돈 복사기 빨리들 사셈 물량 딸림,84.54599999999999
6542,2023-02-02,삼성전자우,1,미장 불장 에 삼성 미국 발표회 삼성도 오르겠죠,83.541
6543,2023-02-08,삼성전자우,2,중졸띨엠 저주에도 불구하고 전자 개폭등띨엠전자우는 암 조심,10.299
6544,2023-02-08,삼성전자우,2,삼전보다는 필반 삼전은 글로벌반도체중에서도 소외주,10.5
6545,2023-02-09,삼성전자우,2,주주 노동조합 노동자 노동조합이 지롤해서 임금이랑 복후 정년연장등 개선하고있는데 노동자보다 못한 대우받는 주주는 왜 주주노동조합이 없을까 자동차와같은 강성노조가 주주 노동조합에서도 필요할듯 행동주의 펀드 이제는 삼성 한번 공격해라 프로 가진 백만개미가 뒤에 있다,22.048
6546,2023-02-08,삼성전자우,1,가자,86.98599999999999
6547,2023-02-07,삼성전자우,2,진짜 암걸리것다 와우 답답하다 파는놈들은 모냐,9.933
6548,2023-02-08,삼성전자우,2,중졸띨엠이 저주한 전자 개폭등띨엠전자우는 암 조심,10.494
6549,2023-02-07,삼성전자우,2,띨엠전자우에 너무 많은걸 기대하면 안됨 딱 하나만 암 조심,17.802999999999997
6550,2023-02-06,삼성전자우,2,역시,39.786
6551,2023-02-02,삼성전자우,1,삼전 오늘 삼전은 에너지 이종목이 크게 오르면 삼전은 그냥 이내 에너지가 내리면 삼전은 최소 이상 오릅니다 확실합니다,69.802
6552,2023-02-07,삼성전자우,1,돼,57.205
6553,2023-02-06,삼성전자우,2,삼성전자 분기 반도체 영업익 급감 적자 작년 연간 매출 조로 역대 최대지만 영업익은 감소메모리 한파 스마트폰 부진에 어닝쇼크 분기 영업이익 감소 분기엔 년 금융위기 이후 첫 반도체 적자 예상,23.492
6554,2023-02-08,삼성전자우,1,등하든 놈이 등이다 뭔말인지 알지,51.716
6555,2023-02-01,삼성전자우,2,개잡주에 물려서 수명 단축되는구나 에라이,9.344
6556,2023-02-01,삼성전자우,1,오후,60.143
6557,2023-02-06,삼성전자우,2,그 영감탱이 새끼가 글삭하는 이유는 고소 고발이 무서워서임쫄보 새끼,19.764
6558,2023-02-09,삼성전자우,2,내가 언능 팔고 본주로 오라고 혔자네 게혹우덜아 껄껄,13.487
6559,2023-02-01,삼성전자우,2,삼전 하닉이 오르면 삼전은 갈수가없다,42.826
6560,2023-02-02,삼성전자우,2,역시 하이닉스 띨엠전자우는 암조심,9.943
6561,2023-02-08,삼성전자우,2,튀어,9.793
6562,2023-02-03,삼성전자우,1,니들은 처럼 열정적이긴 해봤니 해보지 않았으면 아가리 닫아라,77.889
6563,2023-02-01,삼성전자우,2,월 반도체수출 프로 감소 와 대단혀 분기도 적자,19.565
6564,2023-02-02,삼성전자우,2,보합 보합 만 적정가로 갑시다,24.019
6565,2023-02-03,삼성전자우,2,띨엠전자우에 많은걸 기대하면 안됨 딱 하나암 조심,17.065
6566,2023-02-07,삼성전자우,2,역시 개잡주,8.88
6567,2023-02-01,삼성전자우,2,옥류관 주방장한테도 까인 양산개버린 빠는 것들은 금붕어 먹이로,22.605
6568,2023-02-02,삼성전자우,2,잡주 멸망,10.069
6569,2023-02-06,삼성전자우,2,원 매수 대기 자 오라,31.006
6570,2023-02-02,삼성전자우,2,오를때는 본주 코로나전 본주 우선주 이라 둘중 아무나 이가격 밑으로 가는 넘은 무조건 저평가 갈아타기만 잘해도 다른거 안하고 삼전만 해도 돈번다 저평가 근거는 앞으로 세계 큰 경제위기 가능성 낮음전세계 돈이 많이 풀려 중앙은행이 돈을 회수해도 돈의 힘으로 각국이 경제가 망할듯 하며 버팀 그래서 코스피 지지선이 에서 으로 높아짐 그러니 때 가격은 안전함,25.555
6571,2023-02-08,삼성전자우,2,중졸띨엠 저주에도 불구하고 전자 개폭등중띨엠전자우는 암 조심,10.312
6572,2023-02-01,삼성전자우,2,다주겨버린다 개자아오슥들,13.751
6573,2023-02-02,삼성전자우,2,어제 개미털고 가는교 그런교 오늘은 빳따 짧게 잡고 들어가봐야지 띵우에 물린 개미들도 많타는데 여기서 쫄리믄 안되지,14.098
6574,2023-02-02,삼성전자우,2,역시 하이닉스 띨엠전자우는 암 조심,9.761
6575,2023-02-02,삼성전자우,2,역시 하이닉스 띨엠전자우는 암 조심,9.761
6576,2023-02-01,삼성전자우,2,역시 하이닉스 띨엠전자우는 암 조심,9.761
6577,2023-02-01,삼성전자우,2,역시 하이닉스 띨엠전자우는 암 조심,9.761
6578,2023-02-06,삼성전자우,2,반도체주들 죽쓰네,12.073
6579,2023-02-01,삼성전자우,1,가즈아 무위험 고수익 삼전보다는 미쿡반도체 환율좋고이제는 미쿡 인구감소 경제체력악화로 년후면 환율 에서 사이에서 놀고있을거같다 미국주식 안올라도 환차로 몇십프로 거저 먹을수있다,35.927
6580,2023-02-06,삼성전자우,2,관망 개월개고생 만후 근처 물타기 연말 만원대,14.714
6581,2023-02-03,삼성전자우,1,기술주 급등 따라가 보자,86.128
6582,2023-02-08,삼성전자우,2,근데 오늘 오르면 뭐함 박스피라 내일 또 떨어지는데 지금위치가 주가 상단이고 조삼모사 지,16.957
6583,2023-02-09,삼성전자우,2,미국에 이렇게 끌려가는게 참 서럽군,11.457
6584,2023-02-03,삼성전자우,1,종 기술주,83.785
6585,2023-02-07,삼성전자우,2,엿같네 욕나온다,9.679
6586,2023-02-03,삼성전자우,2,삼전개미주주 백만명 미성년자 만명 이중 퍼 이상은 처 물림 이거도 탓이냐,12.528
6587,2023-02-02,삼성전자우,1,코스피가 선행지수 네요 어제 삼성오르고 미국 반도체 폭등하네요 저점에만 들어가면 미국이 돈버는 데네요 엔비디아 망한 인텔도 대 상승 미국은 다음날 설사 뺏어가도 오늘 오를때는 화끈하네요미국도 고점에 잘못 들어가면 긴 고통이나 화끈하게 올라 개잡주만 아니면 종목에 믿음가지고 물타면 탈출기회는 줌,46.859
6588,2023-02-09,삼성전자우,1,삼성전자 사세요 로 엔비디아 매출폭증 대역폭 높은 로 교체 메모리 치킨게임에서 삼성승자 로 반도체 슈퍼사이클 옵니다 로 마소가 이기건 구글이 이기건 메타건 애플이건 테슬라건 그것을 뒷받침하는 하드웨어 엔비디아 와 램 수요와 매출은 폭증합니다미국 서부시대 금광 골드러쉬 시절에 금광발견한 사람보다 이 사람들에게 곡갱이와 청바지 판 업체들이 떼돈번다는 비유가 있더라고요,71.139
6589,2023-02-01,삼성전자우,2,좋아좋아 미쿡반도체 삼전보다는 필반,54.271
6590,2023-02-03,삼성전자우,2,방구석에서 하루종일 시궁창쥐처럼 생활하는게 열정인가,11.414
6591,2023-02-02,삼성전자우,1,미장 불장 에 삼성 미국 발표회 과연 오늘 국장은 어케 될까요 고수님들 객관적 말씀,70.366
6592,2023-02-06,삼성전자우,2,본주 매수잔량 넘많다 관망,10.773
6593,2023-02-08,삼성전자우,2,코스피와 삼성전자 챠트 똑같음 코스피와 삼성전자 챠트 똑같음삼성전자는 코스피와 동행지수가 일치이런종목은 초과 상승 불가능함초과 상승 종목으로 갈아타셈 네이버 카카오 하이닉스 전자 엔솔 은행 등으로 갈아타 초과 수익들 내셈,25.85
6594,2023-02-02,삼성전자우,2,미장으로 다가지 미장으로 다가지큰손이든 조막손이든 고작 껌값벌겠다고 국장에서 놀겠냐 불장 미장으로 다가지,19.193
6595,2023-02-06,삼성전자우,2,개잡주 현재가 원 혼자 폭락하네 그동안은 다른거 물고 떨어지더니이제 혼자 떨어지네다른거 발목좀 잡아라 개잡주야,9.343
6596,2023-02-01,삼성전자우,2,띨엠전자우가 오르면 다른 대형우량주 더 많이 오름그 와중에 얻는건 암암 조심,29.404
6597,2023-02-06,삼성전자우,2,개꼴아박자 만 가즈아,9.239
6598,2023-02-01,삼성전자우,2,하루떨어지면월급이상이그냥,10.716
6599,2023-02-07,삼성전자우,2,거듭 말하지만 띨엠전자우는 암 조심,10.833
6600,2023-02-09,삼성전자우,1,대깨 반꿀은 진짜 진리네 대깨 도배쟁이가 안티한 종목은오르긴하네,34.708
6601,2023-02-02,삼성전자우,2,꼴아박는다,8.995
6602,2023-02-06,삼성전자우,1,후강 고진감래,81.767
6603,2023-02-02,삼성전자우,2,마이클버리는 년 폭락장이 재연될거라고 니들 생각은 어때,29.353
6604,2023-02-06,삼성전자우,2,개잡주 월요일부터 떨어지네 개잡주 상폐가 답,8.96
6605,2023-02-01,삼성전자우,2,현금화 해놔라 서울대법대나온사람이무지하니 서울데법대근처도못가본것이까불지마라,15.494
6606,2023-02-02,삼성전자우,2,패대기치고 본주 사모으네,9.727
6607,2023-02-08,삼성전자우,2,결국 개잡주에 수렴 결국 개잡주에 수렴,8.885
6608,2023-02-07,삼성전자우,2,중졸띨엠 보거라 형네집 옆집에 폐지 잔 뜩 있다,14.924
6609,2023-02-08,삼성전자우,2,이제 남 떨어질때 덜 떨어져라 이제 남 떨어질때 덜 떨어지고선방해라 맨날 선방만 하자,20.508000000000003
6610,2023-02-07,삼성전자우,2,수치가 너무 높네 이와 상관없이 뭐 개잡주는 지멋대로 움직이긴 하지만,9.558
6611,2023-02-08,삼성전자우,2,정신병자들 가리 피 토하면서 짖는거보니 이제 슬슬 만전자 얼마 안 남았습니다무조건 배당 받으면서 버티면 됩니다정상에서 봅시다,71.161
6612,2023-02-07,삼성전자우,1,본주 보합 일보직전,11.582
6613,2023-02-07,삼성전자우,2,매수잔량 넘많다,10.63
6614,2023-02-03,HMM,2,이틀전 들어와 주식 추세보니 진짜 어려운 주식 원 단위에 사고 파는 지루함 장난아님 가는것도 아니고 내리는것도 아니고 맨날 제자리 맴도는성질 급한놈 쓰러짐 징글 징글,19.436
6615,2023-02-01,HMM,2,종토방 공매충들 조용하노 한강갔나요 물 차가울텐데들어가서 좀만버텨요눈뜨면 천국일것입니다,59.733
6616,2023-02-01,HMM,2,어라 벌써 상 풀린거여 밤새 상한가 노랠하던데,77.252
6617,2023-02-06,HMM,2,여기는 개미만 사면 오늘하고 지난 번하고 최근 거래일간 개미들이 딱 번샀다 여기 개미들은 좀처럼 매수안하다 앱자료라도 좀 보고 글쓰라,50.785
6618,2023-02-07,HMM,1,한달만 참자 주총이다 뭔 사건이 일어나도 일어난다,83.224
6619,2023-02-03,HMM,1,곧있으면 좋은소식 들리겠네 아직 간만 보느라고 단타 하은사람이 꽤 많아보이는데 조만간 좋은소식들리고 만원 가있을거야,81.327
6620,2023-02-02,HMM,2,산업은행 대대적인 감사받는다네요 정책지금 운용에대해서 흠 자금도 살펴보면 좋겠네요,24.9
6621,2023-02-06,HMM,1,공매야 애쓴다 우린 시간 많다 난 배당받으면 여행갈건데넌 똥줄타겠다,27.985
6622,2023-02-02,HMM,2,삼성이나 현대 포스코를 꿈꾸기 보다는 저 두 그룹이 제일 현실적인 그룹이긴 하지 이 왜 조 가량을 매수했을까 인수에는 관심 없다고 했지만 그건 어디까지나 경쟁에 불 붙기를 원하지 않다보니 당연한거고 슬프지만 지금 언급되고 있는 그룹중에 제일 관심 많은그룹은 사실상 이다 그래도 좀 더 큰 부잣집에 갔으면 하는데,26.969
6623,2023-02-08,HMM,1,오늘도 제자리 뛰기 이게 갖고노는 세력놈들의 주특기 단타충들아 챠트를 봐라 달 횡보하며 제자리뛰기는여기 세력놈들에게는 일도 아니다 여기 먹을 것 없다고 몇 번을 말해주냐 딴 데 가서 돈 좀 왕창 번 다음에 달후 주총 즈음에 나타나라 그 때 되면 불나방들도 몰려오고신날 것이다 그러니 지금은 딴 데 가서 놀아 요즘 코스닥 좋더만 그리고신용 미수들아 오늘 원이나 올려줬다 탈출은 지능 순이야 이 말은 오늘 너희들에게 딱 맞는 말이다 팔고 꺼져라 여기 지금은그냥 강성 개미님들의 종목 영역이다 안티들 말 좀 들어,34.4
6624,2023-02-09,HMM,2,무슨 가두리양식도 아니고 위 아래로 막아놓고 머하는 거래 이게 적정주가라고 알려주는건가,13.367
6625,2023-02-06,HMM,1,누차 말하지만 큰 상승도 큰 하락도 없다 긴 횡보장 이 예상이 됨 배건 띠기 안 할거면 홀딩 하시길,73.874
6626,2023-02-02,HMM,2,막판 패대기,9.411
6627,2023-02-06,HMM,2,찬티들 희망가 부르는거 애처롭다 불쌍해,9.602
6628,2023-02-03,HMM,2,또 장초반 갭띠우고 장대음봉 처맞쥬 학습능력제로 금붕어들,13.974
6629,2023-02-02,HMM,2,옵션 가격이 오천원 이고 그간 떨군 현재주가가 만원이상이면 채권자 두기관이투자를 아주 잘하였는 같은데 뭘 더 바라는 건지인수 업체 신청후평가방식에 대입해서계약후 매각 하면 끝인디이상시름하넹,21.614
6630,2023-02-07,HMM,1,매수 홧팅,85.578
6631,2023-02-02,HMM,1,기다려 조만간 장대양봉이야 그냥 믿고 기다려 뭐 기다리는것말고 할것도 없긴 하다만,81.049
6632,2023-02-01,HMM,2,이씨 좀 벗어나보자 돌겠네,23.751
6633,2023-02-09,HMM,1,매각시 주가 만대 로 진입하니 그때까지만 찹읍시다,80.684
6634,2023-02-01,HMM,1,기대보다 이거 기대보다 더 오르겠는걸 슛팅 계획을 빨리 땡긴것 같은데,77.921
6635,2023-02-01,HMM,2,종가 원 내일 원 모래 원 다음주 원 이번달말 원,78.096
6636,2023-02-01,HMM,2,오늘 보합권 거래량 실종 예상 아직은 진입이 힘들다,16.172
6637,2023-02-02,HMM,1,이달안에 원 그 위만 가도난 만족 그러면 파냐구 미쳤나 단 주도 안 팔지 원 넘어가면 정도 팔까말까 고민해볼 생각 주 밖에 못가진 가난한 주주,72.283
6638,2023-02-06,HMM,2,흠폭락 흠폭락 종가 만들자,17.277
6639,2023-02-02,HMM,2,시외가 오르면 다음날 폭락 시외가에 오르면 다음날 항상 음봉 그것은 진리임,15.990000000000002
6640,2023-02-03,HMM,2,여긴 위험한곳 주린이들은 어서 팔고나가 사채덩어리,13.825
6641,2023-02-03,HMM,2,올리겠다는의지 잘알겠습니다,85.432
6642,2023-02-03,HMM,2,와 여기 개미들 어제 원내리니 사고 원 오르니 팔고 살다살다 내 이런 저질개미 성향은 처음이다 기관 외국계 심지어 프램도 매수인데 원 내리면 사고 원 오른걸 팔고 이러면 세금떼고나면 닌가,23.194000000000003
6643,2023-02-01,HMM,1,공매시작이네 막자 추매추매,81.754
6644,2023-02-01,HMM,1,배 띄워라 배 띄워라 배가 너무 크다 하수 안티야 뒤에서 불어라 큰 아가리로 우잉,71.784
6645,2023-02-02,HMM,1,축하한다 찬퀴벌레들아 뉴스다 대 주주 된 그룹 이사 선임권 요구할까 기자명 김수란 기자 승인 댓글 스엠이가 먹네 제 자 유증으로 먹을껏 같다씨비는 주식 다 전환하구 이케 되버리면 된거네,25.792
6646,2023-02-02,HMM,1,밤에는 짐즐라가 달리고 낮에는 흠슬라가 달리자,83.59
6647,2023-02-01,HMM,2,영구 영구 영구 놀자 영구 내가 매입 하꾸만 깍아주래영구 조기 상환 주식 소각현대 삼성 등등등 인수 검토주식수 넘 많다해운단가 잼 없다싸게 사서 되팔아 먹자이거네,49.402
6648,2023-02-06,HMM,2,내가 어제 그랬지 폭락한다고 근데 왜 내 글에 반대가 많이 달렸을까 모두 팔려고했던 세력들이었나,10.641
6649,2023-02-02,HMM,2,내가 어제 한말 기억나지 개 처맞기전까진 그럴싸한 계획이 있음오늘 맞으니까어떰 정신듦 오늘 산 사람들은 자기 뺨따구를 한대 때리시오그리고 반대쪽 한대도 때리시오,23.3
6650,2023-02-01,HMM,2,공매 파산선고 쾅 할때 멀었냐,14.501
6651,2023-02-07,HMM,2,종가 공매도 몰빵,56.427
6652,2023-02-03,HMM,2,이 끼들은 짐 폭락하니까 폭락한다고 글쓰면짐이랑 관계없다고해놓고짐올라가면 오른다는건 뭔 우라질소리냐 은 절대못올라감왠지알음 한국주식이거든 짐은 미주고 은 한국주식이야한국주식은 도둑놈이 많아서절대 저렇게 안오름고로 은 오를수가없음 낼도 내려가니까 디비자라,20.231
6653,2023-02-01,HMM,2,공매 갚느라고 주가상승 방어중이잖아 아무 근거없는 개소리좀 적당히하자 뇌가없냐 아님 뇌가 안돌아가냐,23.091
6654,2023-02-01,HMM,1,이 번돈은 돈이 아닌가 은 유동자산 조 당기순익 조인데 시가총액은 조 생건 유동자산 조 당기순익 억인데 시가총액은 조 같은 상장사인데 다른 돈 취급임 화장품 팔아서 번돈은 비싼돈 물류로 번 돈은 더러운돈 취급함,24.607000000000003
6655,2023-02-02,HMM,1,기다림이 보약이 될지 일단 기다려 보면 단기에 조금은 오를 것 같은 느낌 단 시장이 안무너지면 된다,33.727999999999994
