,날짜,기업명,정제된 댓글,상승_하락
11702,2023-02-02,HMM,인수의향 제시시 상한가 두방이닷 그라고 삼성 포스포 현대 인수의향 제시시 상한가 다섯빵 오늘도 장막판 겁주다 결국은 보합,-1
11703,2023-02-02,HMM,흠 슴,-1
11704,2023-02-02,HMM,그룹 지분 중에 우오현 개인자금도있다 지가 쳐 모은 현금도 털어서 지분 매입했다 그룹 인수전 진심이라니까,-1
11705,2023-02-02,HMM,인수 돈있냐 대우건설먹은 금호꼴보고도 넘길까 매각엔 현금 보유가 필수삼성 현대밖에 없다 존버,-1
11706,2023-02-02,HMM,이 꿀꺽 먹을테니까 주식 사놔라,-1
11707,2023-02-02,HMM,외국인 계속 빠지네요 답이 없노,-1
11708,2023-02-02,HMM,내가 전에 인수한다고 했다 대한해운도 선제적으로 좀 담아놔라 전기차 에디스니 전에 학습 햇제 흠이하고 대하니 같이 가자,-1
11709,2023-02-02,HMM,얼씨구 또 오늘 최저가로 마감이네 오늘같은 날 해운주 전멸 글로벌 컨테이너 해운주 전부 상승인데개잡주,-1
11710,2023-02-02,HMM,잦됐다 원오면 다시살게요,-1
11711,2023-02-02,HMM,진짜 인가 잘못하면 잣되는데 분위기가 이상하게 흘러간다 설마 사채 주식전환 할라나,-1
11712,2023-02-02,HMM,그룹은 경영권만 관심있다 애네 주식 어차피 팔지도 않음 주가가 반토막나도 신경을 안쓴다 경영권만 가져가면 되는거니까 아래에가 말한거처럼 이렇게 되면 정부 주식전환해도 한테는 괜찮다는거임 그룹은 해운 건설이 주력인대 만 먹으면 재계순위 위 안착이거든,-1
11713,2023-02-02,HMM,니들 영화 신세계도 안봤냐 중구 한테 축하한다고 전해줘라 결국은 회장자리에 올라가고 이자성이도 이사였는데 회장갔다 월 일 이사회날인데 포스코 정천 이자성 현대 이중구 다 재끼고 회장갔단 말이다 으이,-1
11714,2023-02-02,HMM,모간이 터는 날인데당햐냐똘빵하게,-1
11715,2023-02-02,HMM,해운업이 앞으로 년은 처박을 예정인대 어느 미틴 대기업이 이거 인수한대 해운업 인수하고 작살난 기업이 한둘이냐 다들 신사업 투자하고 싶어하지 어느 미친 대기업이 바다딸배를 인수한다는거냐 년후에 적자 될 수 도 있다니까 지금 모아둔 현금으로 배당잔치하자고 똘았냐 적자 대비해야한다니까 니네 코로나 이후 해운업밖에 모르는거냐 코로나 이전 해운업이 어떠한지 잘 모르는구나 해운업은 년 적자고 년 흑자다 년 흑자로 년을 버티는게 해운이다,-1
11716,2023-02-02,HMM,니들 진짜 되겄다 이 만에하나라도 되면 주식 종이 쪼가리된다,-1
11717,2023-02-02,HMM,이 인수 도전은 한다니까 왜 자꾸 못 믿는다는거지 인수해보고 안되면 마는거고 일단 한다니까 중흥도 위 건설사가 위 대우건설 년에 먹었잖아 지금 도급 위 됨,-1
11718,2023-02-02,HMM,무너지기 시작 시되니 빠지기 시작이네,-1
11719,2023-02-02,HMM,이거 무슨 소리야 무슨 소리긴 찬티 계좌 녹는 소리지,-1
11720,2023-02-02,HMM,돈복사하는법 갈켜준다 흠 게시판에 찬티들 버글버글할때 숏치고 외인들 패대기칠때 상환하고 삼전 파란불 뜰때마다 야금야금 모아봐라 한달 억 우습다,-1
11721,2023-02-02,HMM,속보 인수 절차 과정 준비중 이 일 이사직에 도전한다고 한다이사직되면 도 이제 이사 준비를 해야하는데 에 이사될확률이 높다고 한다그래서 현 주가는 계속 떨어지고 있다고 한다 원,-1
11722,2023-02-02,HMM,먼저 팔고 튀는넘 승자라 말햇다 후회하지말고 돈 아껴라손절도 매매의 방법이고주봉상 완벽한 우하향 결국 원 닿는다거기서도 못지키면 원까지 빠진다 똑같은 얘기 번째다단 한명의 주주라도 살리고 싶은이 마음 좀 알아줘라,-1
11723,2023-02-02,HMM,평단 얼마에 들어갔지 이것들이 설마 인수하려고 물밑작업한건가 규모로 보면 힘든데 나 글로비스 포스코정도가 가능하지 않을까 어디가 인수할꺼같아,-1
11724,2023-02-02,HMM,막판 패대기,-1
11725,2023-02-02,HMM,인수시 하한가 다섯방 직행 이유 계열사 배당 한푼 없음 계열사 지들끼리 돈 빌리고 갚고 하면서정신 하나도 없는 기업임 주주 줄 돈이 없음 그리고 인수자금 모잘래서정부측 일부 전환 후 제 자 유증으로하한가 다섯방 직행믿거나 말거나 내 생각은 그래 뭐 여긴 종토방이잖냐 미리 튀는넘 승자라 생각한다 더 안알려준다,-1
11726,2023-02-02,HMM,모르것다 몰빵스트레스함받아보잣,-1
11727,2023-02-02,HMM,금붕어들아 가치투자니 존버니 개솔하지말고 그럴거 같으면 삼전이나 사서 존버하지 다 고점에 처 물려서 물탈돈도없는것들이 맨날 망상회로만 돌리니 주가가 가냐 어익후 개미탕 맛나겄당,-1
11728,2023-02-02,HMM,내일은 반드시 개폭락 은 개폭락시켜야 된다,-1
11729,2023-02-02,HMM,붕어들에게 정보 하나 줌 상선 대표가 말야최근에 그만 뒀거든 짤렷어 그리고 누가 왔는지 찾아봐 한진해운 출신이여 해진공 내부에 한진해운 출신 몇인지알아봐 죄끔 검색함 나온다 애들아글구 해진공 만든게 누구지 응 그래 파란애들이지 암튼 여기까지만 공개,-1
11730,2023-02-02,HMM,도대체 누가 가져가고 싶어함 기존 대기업이 똘아이냐 변동성 존나 커서 이거 잘못 삼켰다가는 본업도 휘청여서 망할 수 있는게 해운업인대 해운업 비중이 존나 큰 회사나 감당 가능한거지 그게 하나밖에 없잖아 물류 특화 기업 삼성은 전기전자 바이오 외에는 다 매각하고 있고 포스코는 차전지 신사업에 올인하고 현대차는 로봇 전기차 올인하고 도대체 어떤 대기업이 사고 싶다는거임 인수의향 밝힌 기업 있긴함 정보가 포스코보고 너 사라고 하면 포스코가 미쳤다고 사야함 해진공은 애초에 포스코 매각을 반대하거든왜냐 포스코가 인수하면 독과점이 될 수 있다고,-1
11731,2023-02-02,HMM,도대체 누가 가져가고 싶어함 삼성 포스코 현대 가지고 가고싶어서 환장을 했다는데,-1
11732,2023-02-02,HMM,와 지수가 포인터나 강 상승인데 이건 그먕 보합으로 딱붙어있네 원이라도 올라서 색갈이라도 빨강색으로 끝내라,-1
11733,2023-02-02,HMM,아무리 날뛰어도 올해안에는 팔리니깐 꾸준하게 모으시길 프로 먹을라고 기웃거리지마시고지금 주가상 최소 배 보고 세력들은 움직이니 진득하게 기다리세요종토방 나부랭이들 글 거르시면 됩니다,-1
11734,2023-02-02,HMM,스엠이가 꾸우울꺽 측에서 신보 몫의 이사자리를 요구할 수는 있겠지만 더 큰그림에서는 인수 작업에 있어 캐스팅보트를 쥐고가기 위한 것으로 추측돼 주총전에 열리게 될 이사회에 관심이 모아지고 있다 고 전했다,-1
11735,2023-02-02,HMM,축하한다 찬퀴벌레들아 뉴스다 대 주주 된 그룹 이사 선임권 요구할까 기자명 김수란 기자 승인 댓글 스엠이가 먹네 제 자 유증으로 먹을껏 같다씨비는 주식 다 전환하구 이케 되버리면 된거네,-1
11736,2023-02-02,HMM,네이버 카페 등 주요 정보 공유팩트 모음집 주주필독 코스닥 올랐을때 보합 하락코스닥 꼴아박았을때 하락나스닥 올랐을때 보합 하락나스닥 꼴아박았을때 폭락 해운주 다 급등해서 소리 지를때 보합 하락남들 다 오르고 있을때 가끔 상승 이 멍청한주주들아 이게 현실이다 밑빠진둑에 물채운다고 물이 차냐 만 올라도 인생성공한것마냥 치얼스 하는 니들이 최고다 니들이 대가뤼가 나쁘니깐 비유 설명해줄께조폭 기관 외인들이 너희돈 천만원 삥 뜯었어 그런데 거기서 조폭들이 너무 하다 싶어서 만원정도 너희한테 돌려줬다 그러면 헤헤 거리면서 풍악을 울려라 이짓하는게 여기 주주들 현실임 인정 반박시 틀늬 딱딱,-1
11737,2023-02-02,HMM,위 대우건설도 위 중흥한테 인수당했다 누구한테 중흥건설사한테 당시 새우가 고래 삼킨다고 위험하다 그랫는데 현실은 어떠하냐 잘나가잖아 창사이래 최대 실적 나왔잖아 이 인수를 못한다고 현금으로 인수 누가하니 다 대출이지 만원에도 매입했는대,-1
11738,2023-02-02,HMM,이종목 망하나요,-1
11739,2023-02-02,HMM,해운운임올라도 운임올라도내리냐그만좀던지자이좋은장에혼자비실비실거리네 회사삼성에빨랑줘라,-1
11740,2023-02-02,HMM,종가는 원 폭락 예상한다,-1
11741,2023-02-02,HMM,동탄사는 대 유부녀인데요 남편이 살까 라고해서 뺨 왼쪽오른쪽 연타로 갈기고 울면서 집안 망칠일 있냐고 했는데 잘못했다고 다신 그런소리 안하겠다고 하더군요 투자감각도 없는 양반이 이혼해야할까요,-1
11742,2023-02-02,HMM,해운업 그기 돈이됩니까 돈도 안되고 나라에 도움도 안되고 주가 관리도 안되고 매각도 안되고 니가 와 내 아들이고,-1
11743,2023-02-02,HMM,와 오늘 흠을제외한 전세계 컨테이너 해운주 상승 세계에서 유일하게 흠만 보합또는 하락이네 진짜 완전 독고다이네 골때리는 어이없는 집주식,-1
11744,2023-02-02,HMM,사고나면 팍 오르기를 바라고팔고나면 팍 내리기를 바리고 그래서 종토방 극찬티 안티들이 글을 싸지르고 주가가 그런 글을 보고 움직인다면 기가 막힐 노릇이지 걍 방향성을 느끼고 진득히 있어볼란다 나는 조만간 원은 안 오겠나 내 바램이지만,-1
11745,2023-02-02,HMM,흠 조만간 더 떨어지겄네 앞에 숫자 에서 바뀌겄는데 애가뤼 쩌어억,-1
11746,2023-02-02,HMM,여기 찬티들은 금붕어들만 있나요 맨날속고 또 속고,-1
11747,2023-02-02,HMM,붕어들아 몇천번 이야기 하냐주포는 올려줄 맘 없다니까개미들이 종니 갖고잇는시체 겹겹이 이 무거운 주식을그것도 해운업 개박살 나서적자 예정인데 니같으면 사것냐 이 단순한 붕어들아 개미들 다 으악하고 나 죽어 하고기어 나가고 가벼워지면 또 몰라 매각이 쉬운줄 아나,-1
11748,2023-02-02,HMM,미 선물 움직임 주시 미선물 반등지수 반등흠은 아직 고민중,-1
11749,2023-02-02,HMM,내가 제일 잘한거 신한투자증권 죽어도 안쓴거 주변에 가입한 사람 다 키움 증권 써라했다,-1
11750,2023-02-02,HMM,오늘 지수에도 공매도 하는 주식 이 주식을 시 산건 내 인생 최대실슨 에 공매도 장난질 내일 지수 음봉이면 또 내리겠지 개같은 종목아,-1
11751,2023-02-02,HMM,기다려 조만간 장대양봉이야 그냥 믿고 기다려 뭐 기다리는것말고 할것도 없긴 하다만,-1
11752,2023-02-02,HMM,개똥주식 에 다 팔고 나갑니다 공매도 증권들 다 망해라,-1
11753,2023-02-02,HMM,지수가 포인터상승인데 이건 짝도 안함 오늘은 전혀 갈생각이없네 오늘은 이로서 끝,-1
11754,2023-02-02,HMM,주봉상 완벽한 우하향 차트 봐도 모르는 붕어들이 본다고 알것냐 사면 쳐물리는 공매 대표주 코스피 시가총액 대비 공매잔고 상위권 다 이유가 잇는거지,-1
11755,2023-02-02,HMM,주봉상 완벽한 우상향 차트 못믿겠으면 직접 보던가,-1
11756,2023-02-02,HMM,킹왕짱 개미님들 명정도 들어오면 너무 좋겠다 공매도 박살 선봉으로,-1
11757,2023-02-02,HMM,오늘도 결국 나중에 보면 개미들만 팔았을 것,-1
11758,2023-02-02,HMM,야 니들 진짜 진심으로 투표해보자 니들이 돈 있다고 치자 한 조 있어 그럼 이차전지사업이나 미래 사업에 투자해 아니면 해운업에 투자해 솔직히 진짜루 이차전지 미래 신사업에 투자한다 따봉 해운업에 투자한다 아래따봉 눌러보거라 다들 진심이 궁금하다,-1
11759,2023-02-02,HMM,전나 버티네빨아 피리 뽕,-1
11760,2023-02-02,HMM,얘는 정말 무겁구나 몸이 이리 무거워서 이제 좀 일어나봐라,-1
11761,2023-02-02,HMM,우리 주주여러분 이제 절벽만 남았어요 만깨지묜 조금 사줄게요,-1
11762,2023-02-02,HMM,거래량이 죽었네,-1
11763,2023-02-02,HMM,찬퀴벌레들 실체가 이런것 배당 원 좋아하네 몇천원이다 조회 공감 비공감 신고 고배당 맞나보네 쭉쭉 간다 이세기 기억하지 찬티글 종니 쓰던 애다 어디로 갓게 지 물량 넘기고 본전 와서 튐 이게 니들 실제 꿍꿍이 아니냐 개미들 종니 꼬셔서지들 본전 오면 서로 먼저 튈 세기들 그만 사기쳐라 이 게잡주 쳐물려서 온갖 망상에 구라에 사기성 글 이나 적고 나쁜 찬퀴벌레세기들,-1
11764,2023-02-02,HMM,신한아 까지만 내려줘봐 성과급 대기중이다,-1
11765,2023-02-02,HMM,배당 원이 맞나본데 쩝,-1
11766,2023-02-02,HMM,내년이 총선이구나 내년 총선에 민힘을 얻어야 한다,-1
11767,2023-02-02,HMM,사우디 해운업 관심없냐 하,-1
11768,2023-02-02,HMM,개잡주 개잡주 어디가야,-1
11769,2023-02-02,HMM,여윽시 오후되니 귀신같이 파란불 역시 한번도 틀리지않네,-1
11770,2023-02-02,HMM,신한 한국 투까에게 그대들의 신기 한 책략은 하늘의 이치를 다했고오묘한 계획은 땅의 이치를 다했노라 공매에 이겨서 그 공이 이미 높으니만족함을 알고 그만 두기를 바라노라,-1
11771,2023-02-02,HMM,공매 상환 중 공매 처벌강화등등등으로 상환할 물량 모으는중으로 생각됨 크게 크게 상환할거임,-1
11772,2023-02-02,HMM,커피야 너 다른종목 종토방가서막 사라고 글쓰고 다니지마라챙피해죽겠다,-1
11773,2023-02-02,HMM,피말려서안되겠어요 하차합니다 이건뭐 호재천지인데 공매도가너무 심하니답없네여 수고하셔유,-1
11774,2023-02-02,HMM,다아는 소재는 호재도 아니라는건가 염병할,-1
11775,2023-02-02,HMM,외국인 계속 파네요 희망이 없나,-1
11776,2023-02-02,HMM,시민분들께 알립니다 웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥 시민분들께 알립니다 해당 주식에 공매융단폭격이 있을 예정입니다 시민분들께서는 신속히 탈출하여 안전하게 대피하시길 바랍니다 공매융단폭격이 빠른시일내에 있을 예정입니다 목숨을 소중히 하시고 빠르게 탈출 하십시오 웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥웨에에에에에에에에에에에엥,-1
11777,2023-02-02,HMM,개미시체 드글드글 가겟냐 공매쳐라 그게 답이다글구 저 아래 신주인수권 잘 모르는개찬퀴벌레들 드글하던데공부 안하냐 그거 전환된다고 붕어들아공매잔고 천만주 왜 안갚는줄 아냐 아 이 노답이세기들 어쩌지,-1
11778,2023-02-02,HMM,여윽시 오후,-1
11779,2023-02-02,HMM,일 차트 비슷하네요 갭상승시켜놓고 하락 음봉 다음날 외국인 대량매수 장대양봉 연속 뜨고,-1
11780,2023-02-02,HMM,이것보게나 내가 저렴한 가격에 산다했지 찬티가 드글드글하다 머가리깨져서 뇌수흐르는소리,-1
11781,2023-02-02,HMM,댓글 보니 아주 들 집합소 뇌피셜에 아주 헛소리에 집합소인가게시판은 안보는게 정신에 도움,-1
11782,2023-02-02,HMM,속냐 엌,-1
11783,2023-02-02,HMM,주가 못오르게 잡아놓고 물량 확보 공매도 주범 신한외 증권사 들과 외인들이 주가를 안올리고 물량 확보하려 공매도 때리고심약 개미들 물량 흡수,-1
11784,2023-02-02,HMM,내가 항상 말해도 은 오르면 무조건 팔라고그렇게 이야기해도 못알아먹는 애들은주식할돈 그냥 불우이웃이나해라아깝게 외국인 기관들한테 주지말고 우리나라 절대 사지말아야할 주식은 두산중공업 이 두개다 개미들 피빨아먹는 조작주식,-1
11785,2023-02-02,HMM,흠아 이렇게 땡깡부릴시간 없다 언능 가자 갈길이 멀다,-1
11786,2023-02-02,HMM,오늘 성과급 들어왔다 신한 놈들아 조금만 더 내려줘 추매하게,-1
11787,2023-02-02,HMM,헉 음봉 오늘은 보합권으르 마무하자 와 또지금부터 하락시작이가,-1
11788,2023-02-02,HMM,어차피 너희들이 밑으로 밀어달라고 애원 안해도 시원하게 폭포수 연출할꺼니 기대나 해라,-1
11789,2023-02-02,HMM,팩트 직원들은 성과급 잔치산업은행 직원도 성과급 잔치해진공 직원도 성과급 잔치 흠발놈 주주는 전환사채 폭탄 희망회로 개돌리다영구채 주식전환 폭탄 맞고너덜너덜 되어봐야국장 절대 안한다며 사기라고 투덜투덜 전 재산 다 날리고 땅을 치고 후회 미리미리 튀어라 형은 이백번 넘게 말햇다,-1
11790,2023-02-02,HMM,오늘도 거래량이 약간 아쉽지만 사채해결을 위해 검토한다니 마음편하게 일선 근처는 무조건 담고 봅시다 실적과 배당 그리고 각종뉴스들 나올때까지 느긋하게 기다리면서,-1
11791,2023-02-02,HMM,시퍼렇게 두들겨 맞자,-1
11792,2023-02-02,HMM,요거 요거 원 대 와야움직일껄,-1
11793,2023-02-02,HMM,층은 언제 오노 눈 빠지것다,-1
11794,2023-02-02,HMM,오늘 원 마무리혀자,-1
11795,2023-02-02,HMM,샤킹에 또 걸려드냐 들아,-1
11796,2023-02-02,HMM,흠 주주로 산다는것은 종니 피곤하고 고통스러운 일이야 언능들 손절하고 맛있는거 사묵어라 쪼메라도 남는돈 그거라두 건저야지 안그래,-1
11797,2023-02-02,HMM,쨉모간 밥상차리고 신한이 숟가락 얹네,-1
11798,2023-02-02,HMM,슬슬 골빈넘들 주가조작설 나올때 됐는데,-1
11799,2023-02-02,HMM,내가 어제 한말 기억나지 개 처맞기전까진 그럴싸한 계획이 있음오늘 맞으니까어떰 정신듦 오늘 산 사람들은 자기 뺨따구를 한대 때리시오그리고 반대쪽 한대도 때리시오,-1
11800,2023-02-02,HMM,여윽시 오후갈것도 없네,-1
11801,2023-02-02,HMM,상한가 걸기 캠페인 개미 여러분 띠끌모아 태산입니다,-1
11802,2023-02-02,HMM,기생충 산은 해진공 은 잔여영구채 조기상환 발표하라 기생충 산은 해진공 은 잔여영구채 조기상환 없는 매각은 불가한 사항대우조선 반복 그만 먹었으면 기생충 산은 해진공은 잔여 영구채 조기상환 발표하라삼전 영업이익을 보라매각 타이밍 놓치면 그책임 산은 해진공 책임,-1
11803,2023-02-02,HMM,이런 불타기좀 할라했더니 다들 안털리고 안속네 불타려고 파란불 기대했는데 어쩔수없이 에 샀다,-1
11804,2023-02-02,HMM,오후에는 마이너스 되는거 알쥐,-1
11805,2023-02-02,HMM,변비걸린거마냥 꽉 막혀있네,-1
11806,2023-02-02,HMM,기다림이 보약이 될지 일단 기다려 보면 단기에 조금은 오를 것 같은 느낌 단 시장이 안무너지면 된다,-1
11807,2023-02-02,HMM,조만간 뭔가 나올것 같네요 폭풍전야 입니다 터지기 직전,-1
11808,2023-02-02,HMM,오늘은 구경도 잼없네 산책이나 나가던가 각자 할 일이나 하던가 잠이나 더 자던가 이런들 저런들 대세가 어찌 될지는누구나 다 아는건데 뭐가 걱정이냐 한심이들이 팔든 말든 공매도가 마지막 지롤발광을 하든 말든 대세랑 무슨 상관,-1
11809,2023-02-02,HMM,자자,-1
11810,2023-02-02,HMM,원 되면 매각될듯 어떤 멍청이가 이가격에 회사를 사냐 물론 너네들은 멍청해서 에 쳐물렸겠지만,-1
11811,2023-02-02,HMM,원 되면 매각될듯,-1
11812,2023-02-02,HMM,올리겠다는 의지 잘알겠습니다,-1
11813,2023-02-02,HMM,설마 음봉 징글징글하다,-1
11814,2023-02-02,HMM,언제 매각됨 매각 되긴 하는건가 이놈의 주식은 실적이 따로노냐,-1
11815,2023-02-02,HMM,딱 보니 오늘 같은 날은 매수보다매도딱 공매도치기 좋은 날이네믿거나 말거나내중 종가보면 잘 알듯 공매충이 설치는 이유는 단 한가지돈이 제대로 된다기에 대 놓고 공매 때림 주식수도 많아 대차 이용하는데 부담 없고증권사들 보유 물량 많아 삥 뜯어가면서 운용되고 실적 이딴것 필요 없는것은 누르는자가 많다는것은 결국 누리는거야,-1
11816,2023-02-02,HMM,헐 벌써 보합권으로 옴 오늘은 기대접어야하남,-1
11817,2023-02-02,HMM,이런 불장에 이게 말이됨 진짜 개잡주 인증하는듯,-1
11818,2023-02-02,HMM,어제 매동에서 봤듯이 공매도 애들은아직 이 가격대에서 팔고나갈호갱 깸이들이 많다는 걸 아는거지 와 본전에 팔아치웠다 속 시원하다 하는한시미들이 아직 많다는 거지 뭐 좋아좋아 강성보유자들에겐 좋은 일이니,-1
11819,2023-02-02,HMM,원 똥차 치워주세요 세단 좀 나가게 길 비켜주세용 그리하면 복 받아요 나중에 천국갑니당 공매님들 똥차 치웡,-1
11820,2023-02-02,HMM,어제 매수 신호떳는데 오늘 넘약한거아니냐이정도면 지수대비 마이너스인데,-1
11821,2023-02-02,HMM,층 입주민들 너네들 제대로 물림,-1
11822,2023-02-02,HMM,오늘 터치할려나,-1
11823,2023-02-02,HMM,정말이야 성질 급한 물고기가 일찍 죽는다는게 응 정말이야 뜻풀이가 안되냐 하수 안티야,-1
11824,2023-02-02,HMM,인수회사가 맹청이냐 산업은행 땜시 망해,-1
11825,2023-02-02,HMM,밑으로 흔들어도 흔들어 저렴하게 매수할래도 동반되는 매물이 안따라 붙으니 사려면 저 위 호가에서 살 수밖에,-1
11826,2023-02-02,HMM,반갑습니다 오늘 탑승한 주주입니다이제 가볼까요,-1
11827,2023-02-02,HMM,짐폭등 흠폭락은 완벽한 공식,-1
11828,2023-02-02,HMM,이거 우오현이가 매수한시점부터 개 나락이네 삼라마이더스,-1
11829,2023-02-02,HMM,크흐 지수는 급등인데 오늘은 이건 글렀남 힘들건가,-1
11830,2023-02-02,HMM,파월 도 이놈은 못살리나,-1
11831,2023-02-02,HMM,꼬라지보니 오후되면 귀신같이 음봉이겄네,-1
11832,2023-02-02,HMM,공견 누르기들어갔고 공매들 눈치볼 매수 주체가 붙냐 마느냐가 예를들면 외인 오늘 상승 척도임 아직은 아니라고 공견은 판단했다,-1
11833,2023-02-02,HMM,쨉모간은 무슨 배짱인지 모르겠네 진짜로유령 공매도 아니야 그럼보유물량 파는거야 조사해봐야,-1
11834,2023-02-02,HMM,장초에 프램 외국계 매도네요 좀 더 두고봐야 오늘 계속 매도할지매수로 전환할지 오늘도 이 두개의 매동현황을 잘지켜보아야겠네여,-1
11835,2023-02-02,HMM,오늘도 쌍쌍 파티 맥스트 가자,-1
11836,2023-02-02,HMM,했제 싸게 산다고 했제 찬티들 거품 물때부터 알아봤다,-1
11837,2023-02-02,HMM,다같이 개씩만 더 사자올려보자,-1
11838,2023-02-02,HMM,호재란 호재는 흠이다 고배당에서 단타쟁이들 아주고 영구채상환에서 한방 시원하게 매각에서 공견들 개박살내고 십만흠 간다 년동안에 치욕과 서러움 싹 날려주마,-1
11839,2023-02-02,HMM,산업은행 대대적인 감사받는다네요 정책지금 운용에대해서 흠 자금도 살펴보면 좋겠네요,-1
11840,2023-02-02,HMM,년 월달 무역적자 얼마인지 아시는 분,-1
11841,2023-02-02,HMM,수입 많아 적자 근데 수입도 물류다 신아,-1
11842,2023-02-02,HMM,기 상 자사주 매입 가자 현대상선,-1
11843,2023-02-02,HMM,이달안에 원 그 위만 가도난 만족 그러면 파냐구 미쳤나 단 주도 안 팔지 원 넘어가면 정도 팔까말까 고민해볼 생각 주 밖에 못가진 가난한 주주,-1
11844,2023-02-02,HMM,어제 매수못했는데 오늘 더 싸게 살 수 있겟고만,-1
11845,2023-02-02,HMM,매일 매수만 걸지 그 지 원에 주 그냥 쏘주 라면이나 사먹고 디비져자라 네 놈 글들 어제 매수못했는데 매수 걸어놨다 딱 거래하는거 보면 만 깨지면 좀 들어가야지,-1
11846,2023-02-02,HMM,재계 서열 계단 뛴다 매물에 들썩이는 기업들 재계 서열 계단 뛴다 매물에 들썩이는 기업들 지난해 자산규모 조 재계서열 위로 추산인수와 동시에 서열 껑충,-1
11847,2023-02-02,HMM,파월영감 입 놀려도 월가는 무시 나스닥 다시 오르네요겁은 주고 있지만다 예상한것들 뿐다음번 회의는 동결 나올듯 하네요 반등 시작이길,-1
11848,2023-02-02,HMM,뭐시 중헌디 마지막 가 중요 하지만 그러거나 말거나 의 거침없는 상승과는 아무 상관없는 일,-1
11849,2023-02-02,HMM,이 시간 현재 오름중 정확히 로 기복없이 완만히흘러가고 있습니다운송주도 상승중이고요,-1
11850,2023-02-02,HMM,중국 코로나 진정 개방 경제 리오프닝 인한 물동량증가 기대로글로벌 해상운수업종 전종목 폭등 중 입니다,-1
11851,2023-02-02,HMM,짐 폭등 조짐 낼은 흠이 폭등,-1
11852,2023-02-02,HMM,팁하나 알려 줄께 일전 급등 할때는 공매 때리고 오늘 같이 소극적 상승 일때 공매 때리면 안됩니다 만약 내일도 소극적 상승하면 공매 하면 안됩니다 그러나 종가 무렵 보합권 으로 빠질 징조가 보면 어김없이 공매 때리세요 이깁니다 에서는 공매 빨 잘 받습니다,-1
11853,2023-02-02,HMM,공매충들이 많은 이유 솔까 돈 됩니다 외국이 개관들 공매 때리는 이유가 있네요 특히 한 상승하면 어김없이 먹더라고요 그리고 그리고 내린 많큼 또 일정부분 상승 시점오면 공매 숏 들어갈때 현물 매수하고 공매는 또 몇 오를때까지 기다리고 매수한 주식 판 날 다음날 일정부분 상승 타이밍때 공매 때리고 진짜 재미 나네요 아마 외 인 개관 저와 같은 방식 일것으로 판단되네요 그러니 먹는것 에서 가능 하더라고요 단 공매 현물 매수 같이 하면 수수료 날리고 아무것도 없어요 참고 하세요 개미들도 공매 적용하면 재미 있습니다 악재는 눈에 보이고 호재는 이미 물건너가는 경우가 많잔아요,-1
11854,2023-02-01,HMM,형들아 다 팔고 딴데가 로봇 불장많은데 앞으로 여긴 몇개월더 횡보할거같다 돈묶이는거 진심 시간낭비 같지않니 오늘 잠깐 오르긴했다만 아무리생각해도 희망이 안보인다,1
11855,2023-02-01,HMM,낼 하한가 나왔으면 매수좀 하자 잉 악플 사절,1
11856,2023-02-01,HMM,개미 빼고 다들 엄청모으시네요 뭐 있나요 아무생각없는 개미 같이갈께요,1
11857,2023-02-01,HMM,어쩌냐 미국 롱인듯싶다 선물막판 끌어올리네 역시 존버,1
11858,2023-02-01,HMM,배당금 지급 현대차는 원준다고함 조영업이익 냈고 과연 얼마줄까 기대된다,1
11859,2023-02-01,HMM,하림상선 축하합니다,1
11860,2023-02-01,HMM,닭모가지를 비틀어도 새벽은 오고 개가 짖어도 기차는 가고 찬티가 부르짖어도 연말 원 올것 같다,1
11861,2023-02-01,HMM,배당금 원 줄것 같다 개뿔 원 이상은 불가능,1
11862,2023-02-01,HMM,낼 폭락할것 같다 원 정도 악플금지 선플 대환영,1
