,날짜,기업명,제목+내용,조회수,공감수,비공감수,페이지,전날_대비_상승_하락
1197,2023-02-07,삼성전자,돼지추종자새키들 니들 말이잖어.  k610.이 니들 땜에 화병으로 드러눕겄다.이새키들아.이새키들 존재자체가 민폐네.,280,2,0,359,1
1198,2023-02-07,삼성전자,한국드라마가 너무 막장이잖아  아기를 위해서 사랑하는거면 아기 태어날때까지 기다렸다가 나타났겠지 굳이 맨날 만나겠냐,268,0,0,360,1
1199,2023-02-07,삼성전자,삼성이ㆍ  안오른이유있다ㆍㆍ삼성간부들ㆍ죄다ㆍㆍ검새들과 판사들이다ㆍ그러니 오르겠나ㆍ썩여리식구들이ㆍ죄다있다ㆍ ㆍ주가조작거니가ㆍㆍ삼성은 매수안했나봐ㆍ,311,6,2,360,1
1200,2023-02-07,삼성전자,팔고 카카오 살걸  존내게 후회중 ,291,2,0,360,1
1201,2023-02-07,삼성전자,"원전 1기 폐로하는데 얼마나 걸리는진 알고 부들거리냐?     야,,  원전 1기 폐로하는데 80년 걸린다..  인간아  니들 살아 생전에 원전 폐로는 보기 힘들다는 거다..   알겠냐?",305,2,0,360,1
1202,2023-02-07,삼성전자,한국전쟁나면 개판된다  장교들은 술쳐먹고 잠잔다 비상 벨 절대로 안누른다  실탄지급 없다  병사들 실탄없어 포기하고  도망한다  국방부 없다 서울 포기하고  한강다리 모두 폭파한다,325,6,1,360,1
1203,2023-02-07,삼성전자,그냥 지표주로만 봐야 할 삼전  아직도 삼전사서 돈먹겠다고 기대하냐. 삼전 30% 오를 때 다른 종목은 투따불 간다.반도체업종은 성숙산업이라 수익율 적어.중국을 주저앉혀야 한국반도체가 살어. 그래서 치킨게임을 계속 해야 되겠지.실적은 계속 개판될거다.삼전 매력없다.,253,0,0,360,1
1204,2023-02-07,삼성전자,^&^))   2395.43  내일와야지맞는데  61000  60400  내일와다오  오늘종가는61500으로마감,308,0,0,360,1
1205,2023-02-07,삼성전자,"요즘 허경영이 대세죠  1,2끼리 싸우지마시고 정신차리고허경영으로 뭉쳐 난세를 해결합시다!좋은세상옵니다!",279,3,1,360,1
1206,2023-02-07,삼성전자,종가 +400원이다  이상 .  끝.,257,0,2,360,1
1207,2023-02-07,삼성전자,"말씀감사  너에게 축복하는 이들에게는 내가 복을 내리고, 너를 저주하는 자에게는 내가 저주를 내리겠다. 세상의 모든 종족들이 너를 통하여 복을 받을 것이다.”   창12-3",253,0,1,360,1
1208,2023-02-07,삼성전자,"~~이젠, 코스닥 해라  주봉 차트 급등 차트 그렸다",269,0,0,361,1
1209,2023-02-07,삼성전자,아 개c8  OOO,285,0,0,361,1
1210,2023-02-07,삼성전자,?  ?낼은  매물ㆍ 퍽퍼수?,254,0,0,361,1
1211,2023-02-07,삼성전자,악질 x베스트  진짜 여기는 답 없는 공매도 집단이네요. 어처구니 없이 매수했다가 매도했다가 기가 찹니다,250,0,0,361,1
1212,2023-02-07,삼성전자,고점신호 떴네요  기나긴 하락장 랠리 입니다,272,0,0,361,1
1213,2023-02-07,삼성전자,교육부 장관 보좌관에 현직 검사 임명…교육개혁 속도 내나  교육부에 검사? 앙 모르겠다,291,3,0,361,1
1214,2023-02-07,삼성전자,"오늘도 정신나간 쓰레기의 정신 공격 받네여  보라, 너에게 격분하는 자들은 모두 부끄러워하며 수치를 당하리라. 너와 다투는 사람들은 아무것도 아닌 자들처럼 되어 멸망하리라. ..이사야 41-11",292,3,1,361,1
1215,2023-02-07,삼성전자,2200원 어제 빼고   오늘 동시호가  100원 마무리 참  개종목이지,265,0,0,361,1
1216,2023-02-07,삼성전자,망해라 삼전  발암전자. 이런 개잡주는 망해서 해외매각해야 주가 오른다. 애플 인텔 테슬라에 팔아라,261,0,1,362,1
1217,2023-02-07,삼성전자,죄민 저승사자 정유라양 납신다  그러길래  입다물고 있어라 드런뇬아 ㅋㅋ,301,5,2,362,1
1218,2023-02-07,삼성전자,나베 불쌍타  개그콘서트 당  답다.쯔쯔쯔 그런다고 김가 지지율 오를까?,296,4,0,362,1
1219,2023-02-07,삼성전자,맘놓고  사,264,0,0,362,1
1220,2023-02-07,삼성전자,"당연히 네 일이면 하는거고  집이 많으니 짓네 마네 당연히 지어야한다고했죠 밥을 먹는다 이런 끔찍한 말좀 상대방 기분을 고려하고 위하는 말이, 매너가 아닌 말입니다. 그래가지고 여자와 어떻게 연애를 하겠어? 비록 한마디도 안 나눠봤지만 너와는 대화를 나눌 수준이 아니라는거다. => 경제상황을 봐가면서 뭐를 하자는 말 여자 앞에서 그런 추접을 떨면 연애를 못해요. 남자가 잘난척, 허풍을 떨어야 여자들이 좋아하지 절대 너는 연애 못합니다. 차라리 굶어죽는 사람이 있다고하는편이 나는 세끼를 다 안먹는다고하는편이",259,0,0,362,1
1221,2023-02-07,삼성전자,대비하셔야 하세요  4만안착. 13년횡보,293,1,1,362,1
1222,2023-02-07,삼성전자,"당연히 네 일이면 하는거고  집이 많으니 짓네 마네 당연히 지어야한다고했죠 밥을 먹는다 이런 끔찍한 말좀 상대방 기분을 고려하고 위하는 말이, 매너가 아닌 말입니다. 그래가지고 여자와 어떻게 연애를 하겠어?  비록 한마디도 안 나눠봤지만 너와는 대화를 나눌 수준이 아니라는거다. => 경제상황을 봐가면서 뭐를 하자는 말 차라리 굶어죽는 사람이 있다고하는편이 나는 세끼를 다 안먹는다고하느편이",254,0,0,362,1
1223,2023-02-07,삼성전자,매도  풀매도,258,0,0,362,1
1224,2023-02-07,삼성전자,풀매수  강력매수,298,2,1,362,1
1225,2023-02-07,삼성전자,삼전 종가는 400원 올릴 것(어제 400원하락시킴)  하이닉스가 25 오르니 종가는 키재기로 400원 인상 예상함 개관늠은 팔거고 외국인이 매수량이 많으니 타협으로 하이닉스 상승의 절반인 400원 반등시켜 종가 만듬 나의 경륜과 명석한 두뇌로 볼것임,270,0,0,362,1
1226,2023-02-07,삼성전자,"당연히 네 일이면 하는거고  집이 많으니 짓네 마네 당연히  지어야한다고했죠 밥을 먹는다 이런 끔찍한 말좀  상대방 기분을 고려하고 위하는 말이, 매너가 아닌 말입니다. 그래가지고 여자와 어떻게 연애를 하겠어? => 경제상황을 봐가면서 뭐를 하자는 말 차라리 굶어죽는 사람이 있다고하는편이  나는 세끼를 다 안먹는다고하느편이",258,0,0,363,1
1227,2023-02-07,삼성전자,진짜 징글징글하다  삼전 진짜 징글징글하다,320,5,0,363,1
1228,2023-02-07,삼성전자,삼전 외국인이 사니 매수 오버  선물도 나스닥선물 도 매수 오버나잇 대박조짐 ,302,1,0,363,1
1229,2023-02-07,삼성전자,모지리중에 상모지리 이 XX 안끌어내리면 끝도없이 폭망한다 모지리중에 상모지리 이 XX 안끌어내리면 끝도없이 폭망한다  모지리중에 상모지리 이 XX 안끌어내리면 끝도없이 폭망한다 모지리중에 상모지리 이 XX 안끌어내리면 끝도없이 폭망한다,284,3,0,363,1
1230,2023-02-07,삼성전자,삼전 15만주 가지고 있는 주주다  이정도면 삼전 주포라고 할수있지않냐? 어케 내일도 상한가 함 쳐줘?,330,2,0,363,1
1231,2023-02-07,삼성전자,야 거지냐   200원 뭐냐? 갈 길이 먼데 지금 200원 띠기 하고 쳐 앉아 있는 꼴 하구는..  참 거지 스럽다.,253,0,0,363,1
1232,2023-02-07,삼성전자,일단 삼전 5만주 담았다  내일은 한 10만주만 사면 대주주 되냐?,323,0,0,363,1
1233,2023-02-07,삼성전자,간첩들은 ㆍ내 밑어다가 출석신고 하거라   안하먼 ㅡ 디진다 ㅡ 오늘부터 ㆍ내가 ㆍ니들 ㆍ왕초다 알것제 빨리 밑어다가 ㆍ대가리들 박어라 ㅎㅎㅎㅎㅎ ㅎㅎㅎㅎㅎ  조은말 할때 ~~♡,282,2,0,363,1
1234,2023-02-07,삼성전자,"참을수없는 니존재의 드러움     객관적으로 봐도  죄국&개죄명은  레너드vs헌즈급이보다 더 드러울수없다콩가루vs,땅콩가루집안 세기의 대결참을수없는  니존재의 드러움 막상막하우열을 가리기 힘들다ㅋㅋ",275,1,2,363,1
1235,2023-02-07,삼성전자,참을수없는 니존재의 드러움   본인 집구석이ㆍ콩가루집안이라고ㆍ이실직고하네ㆍㆍ ㆍ,246,0,0,363,1
1236,2023-02-07,삼성전자,정말이지  X랄을 한다.,66,0,0,363,1
1237,2023-02-07,삼성전자,호구전자 너마저  잡주는 폭락분위기,261,0,0,363,1
1238,2023-02-07,삼성전자,cctv 달아놓고 그냥 뻔히 다 보고있는데?  cctv 달아놓고 그냥 뻔히 다 보고있는데?	조회 10공감 0비공감 2신고spac**** 112.169.***.205 |작성자글 더보기	2023.02.07 14:39인간이 어떻게 사네 하면서 개같은 생각 하지말아줘 어? 제발 개같은 생각 하지말아줘 cctv 조선팔도에 안 달린곳 없어. 그게 싫어서 서울은 후지다며 인천으로 가도 마찬가지고? 네가 어디로 출입하는지 안 방에서 다보고있어? 추접스러운 말 더이상 하지말아줘 여러분  굳이 내가 지방에서 사는데 서울사람 뭐하나 서울에 오지않아도 되고 인천에 살고있다고하더라도 인간이 뭔 행동하는지는 어느정도 다 뻔한거 아니에요? 추접스러운 말 더이상 하지말아줘 여러분 야,259,0,1,364,1
1239,2023-02-07,삼성전자,삼성증권 니들은 인간도 아니다. .  공매를 쳐 지내주식을...ㅉㅉ 한심하다,315,2,2,364,1
1240,2023-02-07,삼성전자,걍 시총 1위 lg에 넘기자  C8,300,1,2,364,1
1241,2023-02-07,삼성전자,진짜 개씹개관것들..  쳐죽여버리고싶네,288,1,0,364,1
1242,2023-02-07,삼성전자,cctv 달아놓고 그냥 뻔히 다 보고있는데?  인간이 어떻게 사네 하면서 개같은 생각 하지말아줘  어? 제발 개같은 생각 하지말아줘 cctv 조선팔도에 안 달린곳 없어. 네가 어디로 출입하는지 안 방에서 다보고있어? 추접스러운 말 더이상 하지말아줘 여러분,270,0,2,364,1
1243,2023-02-07,삼성전자,2월엔 5만 5천전자 온다  지금 왜사니?평단 5만원 대로 내릴 수 있는 기회 온다,300,1,0,364,1
1244,2023-02-07,삼성전자,"취미생활,,,  서겨리 사진 벽에다 걸오놓고,,,다트로 던져서 눈깔맞추기 재미지다,,,",286,3,0,364,1
1245,2023-02-07,삼성전자,코난 12배 레인보우로보틱스 8배 개폭등   삼성전자따위 머하러 사냐 개미들 로봇주로 떼돈 버는중이다 빨리와,260,0,0,364,1
1246,2023-02-07,삼성전자,신영복이는ㆍ내 따까리엿다   감빵에서 ㆍ동지다 그후에 내 따까리로 살기로  ㆍ충성 맹세 햇다 ㆍ 알것제 시다바리 ~~♡,297,1,3,365,1
1247,2023-02-07,삼성전자,미국이 4.75인데 한국이 3.5?  기준금리역전  대역전 한국정부는 어떤 돌대가리들이 국정운영하나? 미국이 한국보다 신용이 낮아? 원화가 달러보다 수요가 높니? 한국경제폭망 주범이네 추경호부터 방출하고 경제기본 다시  짜라. 주가폭락해봐야 정신차리지.,275,0,1,365,1
1248,2023-02-07,삼성전자,또추락하네ㅡㅡ  지미럴,270,0,0,365,1
1249,2023-02-07,삼성전자,또  혼자 후장 빨다가 끝나겠군..,258,0,0,365,1
1250,2023-02-07,삼성전자,짱깨풍선  터뜨리자,284,3,0,365,1
1251,2023-02-07,삼성전자,물가폭등정부 경제실패정부  뭐하나? 물가는 천정부지. 미국보다 금리가 낮으니 주가도  당연히 빠지지. 미국채 살래? 한국채살래? 미국주식살래? 한국주식살래?  What do  you  think  about?? ,286,2,1,366,1
1252,2023-02-07,삼성전자,"내가 아프리카 tv나 카카오를 보면 뭐라고해요?  남자가 결혼을 하든 안하든 집안에서 어떻게든 살아야 내가 여지껏 살아왔듯이 사람은 자신의 가치를 지키는게 그속에서 뭘 해야 효율이 높다는걸 그래야 사회에서 인정받으니깐 회사를 들어가고 그러는거에요 나쁘게 생각안해요 남자와 집안에 같이 살든, 1인가구에서 살든 인간은 1,000년전에도 그랬는데 방송 = 어디서 하냐? 대게 99% 집안에서 이루어지잖아 애는 학원 보내놓고(진짜 개같은 생각좀 하지말아줘) 남자가 집안에서 살려고하니깐 여자도 따라서 집안에 있는것을 당연하게 안다. 그 사회가 => 집을 더 짓는다.",275,0,1,366,1
1253,2023-02-07,삼성전자,대만 조롱뉴스 검색하면 나오는데  주작이라고 떠드는틀니들ㅉㅉㅉ틀니압수요 ㅋㅋㅋㅋㅋㅋㅋ,290,6,1,366,1
1254,2023-02-07,삼성전자,아주까리가 탈모에 좋습니다.  안뚜껑은 아주까리로 기름칠하자.,288,2,1,366,1
1255,2023-02-07,삼성전자,지금 정부는 정부도 아냐....  양아치 정권!!! 한마디로 극우 유튜버 안정권 요놈하고 동급!!!,285,5,3,366,1
1256,2023-02-07,삼성전자,나경원답지않게  떨면서 말하네 협박당했나 ㅋㅋㅋ,294,1,2,366,1
1257,2023-02-07,삼성전자,여기서  노는 좌빠리들은 학교도 제대로 못나온 패륜 양아치들 뿐이구나 오호 통재라 ㅋㅋ,304,4,1,367,1
1258,2023-02-07,삼성전자,나경원이  김기현에게. 무릎꾼겨?,295,1,1,367,1
1259,2023-02-07,삼성전자,외국인들 낚시솜씨...마구흔들어 제껴  이와중에 기관 공매도......개미들 정신승리중,273,0,0,367,1
1260,2023-02-07,삼성전자,역시 매수가 굿   매수 오버나잇,270,0,0,367,1
1261,2023-02-07,삼성전자,악어 틀닥(악어는 모는 힘이 동물중에 가장 ?)들은 정신을 차려라 !  틀닥이 물면 죽는다 조심해야 ! 물어서 회전돌기하면 터어키(투르키에0보다 두배 이상 골로간다 그러니 틀닥을 함부로 지껄이지 말라1 악어 틀닥들아 !,293,1,1,367,1
1262,2023-02-07,삼성전자,악어 틀닥(악어는 모는 힘이 동물중에 가장 ?)들은 정신을 차려라 !  틀닥이 물면 죽는다 조심해야 ! 물어서 회전돌기하면 터어키(투르키에0보다 두배 이상 골로간다 그러니 틀닥을 함부로 지껄이지 말라1 악어 틀닥들아 !,294,1,1,368,1
